Rating,Location,Type of ownership,Sector,Revenue,Years Founded,Min_Salary,Max_Salary,Seniority,HQ_Same,SQL,Excel,Python,Tableau,R,SAS
3.4,DE,Company - Private,Business Services,$100 to $500 million (USD),19.0,37,44,Not specified,0,1,0,0,0,0,0
2.4,PA,Nonprofit Organization,Health Care,,33.0,37,44,Not specified,1,1,1,0,0,1,1
3.2,PA,Company - Private,Business Services,,15.357142857142858,37,44,Not specified,1,1,1,0,0,0,0
3.8,PA,Company - Private,Business Services,$10 to $25 million (USD),25.0,37,44,Not specified,0,1,1,0,0,0,0
2.6,PA,Nonprofit Organization,Education,,16.078688524590163,37,44,Not specified,1,0,0,0,0,0,0
3.2,PA,Company - Private,Finance,,45.0,37,44,Senior,1,1,0,1,0,1,1
3.9,NJ,Company - Public,Finance,$10+ billion (USD),165.0,37,44,Senior,0,0,0,0,0,0,0
3.7,PA,Company - Public,Aerospace & Defense,$10+ billion (USD),104.0,37,44,Not specified,0,1,0,1,0,0,0
4.7,PA,Company - Private,Information Technology,$50 to $100 million (USD),24.0,37,44,Not specified,0,1,1,0,0,0,0
4.2,NJ,Company - Private,Finance,$1 to $2 billion (USD),30.0,37,44,Not specified,1,1,1,0,0,0,1
3.5,PA,Company - Private,Information Technology,$50 to $100 million (USD),28.0,37,44,Not specified,1,1,0,0,0,0,0
3.5,PA,Company - Private,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),63.0,37,44,Senior,1,0,0,0,0,0,0
3.7,PA,Company - Private,Business Services,$10 to $25 million (USD),15.0,37,44,Not specified,1,0,1,0,0,0,0
3.2,PA,Company - Private,Business Services,$5 to $10 million (USD),15.357142857142858,37,44,Not specified,1,1,0,1,0,0,0
2.7,PA,Company - Private,Business Services,$100 to $500 million (USD),22.0,37,44,Junior,0,1,1,0,1,0,0
4.5,PA,Company - Private,Business Services,,9.0,37,44,Not specified,0,1,1,0,0,0,0
4.1,DE,Company - Public,Business Services,$1 to $2 billion (USD),54.0,37,44,Not specified,0,0,0,0,0,0,0
,PA,Company - Private,,,16.078688524590163,37,44,Not specified,0,1,0,1,0,0,0
3.9,PA,Company - Private,Information Technology,$10 to $25 million (USD),9.0,37,44,Not specified,0,1,1,0,0,0,0
3.6,PA,Company - Private,Business Services,,26.0,37,44,Senior,1,1,0,0,0,0,0
3.6,PA,Company - Private,Health Care,$500 million to $1 billion (USD),26.0,64,113,Senior,1,1,0,0,0,0,0
4.1,PA,Company - Private,Information Technology,$25 to $50 million (USD),16.078688524590163,64,113,Not specified,0,1,1,0,0,0,0
4.4,PA,Company - Private,Business Services,$100 to $500 million (USD),26.0,64,113,Not specified,0,1,1,0,0,0,0
3.5,PA,Company - Private,Business Services,$100 to $500 million (USD),50.0,64,113,Senior,1,1,0,0,1,0,0
2.3,PA,Company - Private,Insurance,,36.65408805031446,64,113,Not specified,0,0,1,0,0,0,0
4.2,PA,Company - Private,Information Technology,$10 to $25 million (USD),28.0,64,113,Not specified,0,1,0,1,0,0,0
2.4,PA,Company - Public,Biotech & Pharmaceuticals,$2 to $5 billion (USD),116.0,64,113,Not specified,1,1,1,1,0,1,0
3.7,PA,Company - Public,Business Services,$2 to $5 billion (USD),54.0,64,113,Not specified,0,0,1,0,0,0,0
4.2,NJ,Company - Private,Finance,$1 to $2 billion (USD),30.0,64,113,Not specified,1,0,1,0,0,0,0
2.7,PA,Company - Private,,$5 to $10 million (USD),15.357142857142858,64,113,Not specified,0,1,0,0,1,0,0
4.3,PA,Subsidiary or Business Segment,Telecommunications,$100 to $500 million (USD),11.0,64,113,Senior,0,1,1,1,1,0,0
3.2,PA,Company - Private,Finance,,45.0,64,113,Senior,1,1,0,1,0,1,1
3.5,PA,Company - Private,Business Services,$100 to $500 million (USD),50.0,64,113,Not specified,1,1,0,0,0,0,0
3.7,PA,Subsidiary or Business Segment,Insurance,$25 to $50 million (USD),23.0,64,113,Not specified,1,0,0,0,0,0,0
3.9,PA,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),190.0,64,113,Senior,0,0,0,1,0,0,0
3.6,PA,Company - Private,Business Services,,26.0,64,113,Not specified,1,1,1,1,0,0,0
3.4,PA,Company - Private,Biotech & Pharmaceuticals,$2 to $5 billion (USD),33.0,64,113,Not specified,0,0,1,0,0,0,0
3.4,PA,Company - Private,Biotech & Pharmaceuticals,$2 to $5 billion (USD),33.0,64,113,Not specified,0,0,1,0,0,0,0
4.2,NJ,Company - Private,Finance,$1 to $2 billion (USD),30.0,64,113,Not specified,1,1,1,0,1,0,0
5.0,PA,Company - Private,Business Services,$1 to $5 million (USD),15.357142857142858,64,113,Senior,1,1,1,0,1,0,0
3.3,NJ,Hospital,Health Care,,133.0,64,113,Senior,1,0,1,0,0,0,0
3.9,PA,Company - Private,Information Technology,$100 to $500 million (USD),18.0,64,113,Not specified,0,0,0,1,0,0,0
3.7,PA,Subsidiary or Business Segment,Insurance,$25 to $50 million (USD),23.0,64,113,Not specified,1,1,1,0,0,0,1
2.8,PA,Company - Private,Business Services,$50 to $100 million (USD),16.0,64,113,Not specified,0,0,1,0,0,0,0
1.6,PA,Company - Public,Business Services,$1 to $5 million (USD),15.357142857142858,64,113,Not specified,0,0,0,1,1,0,0
2.7,PA,Company - Private,Business Services,$100 to $500 million (USD),22.0,64,113,Senior,0,1,1,0,1,0,0
4.6,PA,Company - Private,Business Services,$10 to $25 million (USD),25.0,50,93,Not specified,0,0,0,1,0,1,1
3.8,PA,Company - Private,Business Services,$5 to $10 million (USD),16.078688524590163,50,93,Senior,0,1,0,0,0,0,0
3.3,PA,Company - Public,Biotech & Pharmaceuticals,,24.83732057416268,50,93,Not specified,0,0,0,0,0,0,0
4.8,PA,Private Practice / Firm,Information Technology,$1 to $5 million (USD),18.0,50,93,Not specified,0,0,1,0,0,0,0
3.5,DE,Company - Private,Business Services,$100 to $500 million (USD),50.0,50,93,Not specified,0,0,0,0,0,0,0
5.0,DE,Company - Private,Information Technology,$50 to $100 million (USD),12.0,50,93,Junior,0,1,1,0,0,0,1
3.6,PA,Company - Public,Manufacturing,$10+ billion (USD),13.0,50,93,Not specified,0,0,0,0,0,0,0
4.2,NJ,Company - Private,Finance,$1 to $2 billion (USD),30.0,50,93,Senior,1,1,1,1,1,1,0
3.1,PA,Company - Private,Insurance,$5 to $10 billion (USD),37.0,50,93,Senior,1,0,1,0,1,0,1
1.6,PA,Company - Public,Business Services,$1 to $5 million (USD),15.357142857142858,50,93,Not specified,0,0,0,1,1,0,0
4.5,PA,Company - Private,Business Services,,9.0,50,93,Not specified,0,1,0,0,0,0,0
3.3,NJ,Company - Private,Accounting & Legal,$5 to $10 million (USD),36.65408805031446,50,93,Not specified,1,0,0,0,0,0,0
3.2,DE,Company - Public,Finance,$10+ billion (USD),236.0,50,93,Senior,0,0,0,1,0,0,0
3.9,PA,Company - Private,Information Technology,$10 to $25 million (USD),9.0,50,93,Not specified,0,1,0,0,0,0,0
4.0,PA,Nonprofit Organization,Health Care,$100 to $500 million (USD),46.0,50,93,Not specified,1,0,0,0,0,0,0
4.1,DE,Company - Public,Business Services,$1 to $2 billion (USD),54.0,50,93,Senior,0,0,0,0,0,0,0
3.9,TX,Company - Private,Information Technology,$1 to $5 million (USD),15.357142857142858,37,68,Not specified,0,0,0,0,1,0,0
3.4,TX,Company - Private,Information Technology,,29.0,37,68,Not specified,0,1,0,0,0,0,0
4.0,TX,Company - Private,Information Technology,$50 to $100 million (USD),10.0,37,68,Not specified,0,0,0,0,0,0,0
3.1,TX,Company - Private,Business Services,$25 to $50 million (USD),24.0,37,68,Not specified,0,0,1,0,0,0,0
3.0,TX,Company - Private,Business Services,$1 to $5 million (USD),15.357142857142858,37,68,Not specified,1,1,0,0,0,0,0
3.9,TX,Company - Private,Information Technology,$50 to $100 million (USD),34.0,37,68,Not specified,0,0,1,0,0,0,0
3.9,TX,Company - Private,Information Technology,$100 to $500 million (USD),18.0,37,68,Not specified,0,0,0,0,1,0,0
3.7,TX,Company - Public,Aerospace & Defense,$5 to $10 billion (USD),9.0,37,68,Not specified,0,1,0,0,1,1,0
4.1,TX,Company - Private,Retail,,6.0,37,68,Not specified,1,0,1,0,0,0,0
3.4,TX,Company - Private,Business Services,,10.0,37,68,Not specified,1,1,1,0,0,0,0
3.4,TX,Company - Private,Finance,$1 to $2 billion (USD),35.0,37,68,Not specified,1,1,1,1,1,0,0
4.3,TX,Company - Private,Retail,$10+ billion (USD),115.0,37,68,Not specified,1,1,0,1,0,0,0
2.5,TX,Other Organization,,,16.078688524590163,37,68,Not specified,1,1,0,1,0,0,1
4.0,TX,Company - Private,Government,,15.357142857142858,37,68,Not specified,0,0,0,0,0,1,1
2.8,TX,Company - Private,Information Technology,$100 to $500 million (USD),19.0,37,68,Not specified,0,0,0,0,0,1,1
3.7,TX,Subsidiary or Business Segment,Business Services,,36.65408805031446,37,68,Not specified,0,1,0,0,1,0,1
5.0,TX,Company - Private,Information Technology,$50 to $100 million (USD),12.0,37,68,Not specified,0,1,1,0,0,0,1
3.0,TX,Company - Private,Business Services,$1 to $5 million (USD),15.357142857142858,37,68,Not specified,1,1,1,0,0,0,0
4.0,TX,Company - Private,Information Technology,$50 to $100 million (USD),21.0,37,68,Not specified,0,0,1,0,0,0,0
4.5,TX,Company - Private,Information Technology,,4.0,37,68,Senior,1,1,1,1,1,0,0
3.5,TX,Company - Public,Information Technology,$5 to $10 billion (USD),29.0,37,68,Senior,0,0,0,0,0,0,0
3.3,TX,Company - Private,Information Technology,$50 to $100 million (USD),25.0,37,68,Not specified,0,1,1,1,0,1,1
,TX,Nonprofit Organization,Finance,,15.357142857142858,37,68,Not specified,1,0,0,0,0,1,1
4.1,TX,Company - Public,Business Services,$1 to $2 billion (USD),54.0,37,68,Senior,0,0,0,0,0,0,0
2.9,TX,Company - Private,Retail,$2 to $5 billion (USD),55.0,37,68,Senior,0,1,0,1,0,1,0
3.7,TX,Company - Private,Business Services,$50 to $100 million (USD),21.0,37,68,Not specified,0,1,0,1,0,0,1
4.0,TX,Nonprofit Organization,Business Services,$100 to $500 million (USD),59.0,37,68,Not specified,0,1,1,1,0,1,0
4.0,TX,Company - Private,Government,$50 to $100 million (USD),17.0,37,68,Not specified,0,0,0,0,0,1,1
3.5,TX,Subsidiary or Business Segment,Information Technology,$10+ billion (USD),24.0,37,68,Not specified,0,0,0,0,0,1,1
3.3,TX,Company - Private,Information Technology,,15.0,73,89,Senior,0,1,1,1,0,0,0
,TX,Company - Private,Information Technology,,5.0,73,89,Not specified,1,1,0,0,0,0,0
2.6,TX,,Non-Profit,$2 to $5 billion (USD),29.0,73,89,Not specified,0,0,0,0,0,0,0
3.3,TX,Company - Private,Aerospace & Defense,$1 to $2 billion (USD),17.0,73,89,Not specified,0,0,0,0,0,0,0
3.9,TX,Company - Private,Information Technology,$100 to $500 million (USD),18.0,73,89,Not specified,0,1,0,0,0,0,0
3.8,TX,Subsidiary or Business Segment,Business Services,,46.0,73,89,Not specified,1,0,0,0,0,1,1
4.1,TX,Company - Public,Business Services,$1 to $2 billion (USD),54.0,73,89,Not specified,0,1,1,0,1,0,1
3.2,TX,Company - Private,Accounting & Legal,$500 million to $1 billion (USD),36.65408805031446,73,89,Not specified,0,0,0,0,0,0,0
3.8,TX,Company - Private,Aerospace & Defense,$25 to $50 million (USD),21.0,73,89,Not specified,0,0,0,0,0,0,0
4.0,TX,Company - Private,Information Technology,$50 to $100 million (USD),21.0,73,89,Senior,0,0,1,0,0,0,0
,TX,Nonprofit Organization,Finance,,15.357142857142858,73,89,Not specified,1,0,0,0,0,0,0
3.9,TX,Company - Private,Business Services,$10 to $25 million (USD),19.0,73,89,Senior,1,1,0,0,1,0,1
4.4,TX,Company - Private,Information Technology,$1 to $5 million (USD),15.357142857142858,73,89,Not specified,0,1,0,0,0,0,1
3.3,TX,Company - Private,Information Technology,$50 to $100 million (USD),25.0,73,89,Not specified,0,1,1,1,0,1,1
,TX,Nonprofit Organization,Finance,,15.357142857142858,73,89,Not specified,1,0,0,0,0,0,0
3.1,TX,Contract,Business Services,$100 to $500 million (USD),30.0,73,89,Senior,0,0,0,0,0,0,0
3.1,TX,Contract,Business Services,$100 to $500 million (USD),30.0,73,89,Senior,0,0,0,0,0,0,0
3.6,CA,Company - Public,Aerospace & Defense,$2 to $5 billion (USD),58.0,76,122,Not specified,0,0,1,0,0,0,0
3.3,CA,Subsidiary or Business Segment,Finance,$1 to $2 billion (USD),67.0,76,122,Not specified,1,1,1,1,0,0,0
4.3,CA,College / University,Education,,60.0,76,122,Not specified,1,0,0,0,0,1,0
3.0,CA,Company - Public,Education,$100 to $500 million (USD),30.0,76,122,Not specified,0,0,0,0,0,0,0
4.5,CA,Company - Private,Accounting & Legal,Less than $1 million (USD),15.357142857142858,76,122,Not specified,0,1,0,0,1,0,0
3.7,CA,Company - Private,Information Technology,$25 to $50 million (USD),23.0,76,122,Not specified,0,1,1,1,1,1,0
4.2,CA,College / University,Education,$5 to $10 billion (USD),152.0,76,122,Not specified,1,1,1,0,0,0,0
3.7,CA,Hospital,Health Care,,54.0,76,122,Not specified,1,0,0,0,0,1,0
3.4,CA,Company - Private,Aerospace & Defense,$50 to $100 million (USD),17.0,76,122,Not specified,0,0,0,0,0,0,0
4.2,CA,Company - Private,Biotech & Pharmaceuticals,,10.0,76,122,Not specified,1,0,0,0,0,0,0
5.0,CA,Company - Private,Information Technology,$50 to $100 million (USD),12.0,76,122,Junior,0,1,1,0,0,0,1
3.2,CA,Company - Public,Finance,$1 to $2 billion (USD),67.0,76,122,Not specified,1,1,1,1,0,0,0
3.0,CA,Company - Public,Education,$100 to $500 million (USD),30.0,76,122,Not specified,0,1,0,0,0,0,0
4.4,CA,Company - Private,Business Services,,10.0,76,122,Not specified,0,0,1,0,0,0,0
3.4,CA,Company - Public,Finance,$500 million to $1 billion (USD),20.0,76,122,Senior,1,1,1,1,1,1,0
4.8,CA,Company - Private,Business Services,,6.0,76,122,Not specified,1,1,0,0,1,0,0
5.0,CA,Nonprofit Organization,,,15.357142857142858,76,122,Not specified,0,0,0,0,0,0,0
3.2,CA,Company - Private,"Oil, Gas, Energy & Utilities",$25 to $50 million (USD),11.0,76,122,Not specified,1,0,0,1,1,1,0
3.8,CA,Company - Public,Manufacturing,$50 to $100 million (USD),14.0,76,122,Not specified,1,1,0,1,0,1,1
3.9,CA,Company - Public,Biotech & Pharmaceuticals,$2 to $5 billion (USD),22.0,76,122,Not specified,1,0,1,0,0,0,0
2.8,CA,Company - Private,Business Services,$50 to $100 million (USD),16.0,76,122,Not specified,0,0,1,0,0,0,0
3.5,CA,Company - Public,Aerospace & Defense,$10+ billion (USD),68.0,76,122,Not specified,0,0,0,1,0,1,0
5.0,CA,Company - Private,Information Technology,$50 to $100 million (USD),12.0,76,122,Not specified,0,1,1,0,0,0,1
3.5,CA,Nonprofit Organization,,,16.078688524590163,76,122,Not specified,0,0,0,0,0,0,0
3.5,CA,Company - Public,Biotech & Pharmaceuticals,$1 to $2 billion (USD),21.0,76,122,Not specified,1,0,0,0,0,0,0
3.6,CA,Company - Public,Manufacturing,$10+ billion (USD),123.0,76,122,Not specified,0,1,1,1,0,1,0
3.3,CA,Company - Public,Biotech & Pharmaceuticals,$2 to $5 billion (USD),31.0,60,124,Not specified,0,0,0,0,0,0,0
3.4,CA,Company - Public,Business Services,$5 to $10 billion (USD),74.0,60,124,Not specified,0,1,0,1,0,0,0
4.0,CA,Nonprofit Organization,Health Care,$10+ billion (USD),75.0,60,124,Senior,1,1,0,0,0,0,1
3.9,CA,Company - Public,Biotech & Pharmaceuticals,$2 to $5 billion (USD),22.0,60,124,Senior,1,1,0,0,1,0,0
4.3,CA,College / University,Education,,60.0,60,124,Not specified,1,0,0,0,0,1,0
4.2,CA,Company - Private,Information Technology,$1 to $5 million (USD),20.0,60,124,Not specified,1,0,1,0,0,0,0
4.6,CA,Company - Private,Information Technology,,7.0,60,124,Senior,1,1,0,1,1,0,0
4.4,CA,Company - Public,Information Technology,$2 to $5 billion (USD),37.0,60,124,Senior,1,0,0,0,0,0,0
,CA,,,,15.357142857142858,60,124,Not specified,0,1,0,0,0,0,0
3.7,CA,Hospital,Health Care,,54.0,60,124,Not specified,1,1,1,0,0,0,0
2.3,CA,Company - Private,,$10 to $25 million (USD),15.357142857142858,60,124,Not specified,1,1,1,1,1,1,1
4.4,CA,Company - Public,Information Technology,$2 to $5 billion (USD),37.0,60,124,Senior,1,0,0,0,0,0,0
3.3,CA,Company - Public,Insurance,$10+ billion (USD),36.0,60,124,Not specified,0,1,1,1,1,1,1
4.1,CA,Subsidiary or Business Segment,Information Technology,,35.0,60,124,Not specified,0,1,0,0,0,0,0
4.2,CA,Company - Private,Information Technology,$1 to $5 million (USD),20.0,60,124,Not specified,1,0,1,0,0,0,0
3.5,CA,Nonprofit Organization,,,16.078688524590163,60,124,Not specified,0,0,0,0,0,0,0
4.3,CA,College / University,Education,,60.0,60,124,Not specified,1,1,1,0,0,0,0
5.0,CA,Company - Private,Information Technology,$50 to $100 million (USD),12.0,60,124,Junior,0,1,1,0,0,0,1
3.2,CA,Company - Public,,,90.17983651226157,60,124,Junior,0,0,0,0,0,0,0
3.5,CA,Subsidiary or Business Segment,Business Services,$10 to $25 million (USD),10.0,60,124,Not specified,0,1,0,1,1,1,0
3.3,CA,Company - Public,Aerospace & Defense,,2.0,60,124,Not specified,0,0,0,0,0,0,0
4.3,CA,College / University,Education,,60.0,60,124,Not specified,1,0,0,1,0,1,0
2.5,CA,Company - Private,Business Services,$10 to $25 million (USD),31.0,60,124,Not specified,1,1,1,0,0,0,1
,CA,Company - Public,,,16.078688524590163,60,124,Not specified,1,0,0,0,0,0,0
3.3,CA,Company - Private,"Arts, Entertainment & Recreation",$100 to $500 million (USD),37.0,60,124,Not specified,1,0,0,0,1,0,1
4.1,CA,College / University,Education,$2 to $5 billion (USD),58.0,60,124,Not specified,1,1,0,1,1,0,0
3.7,CA,Company - Private,Information Technology,$25 to $50 million (USD),30.0,60,124,Not specified,0,1,0,1,0,0,0
3.7,CA,Hospital,Health Care,,54.0,60,124,Not specified,1,0,0,1,0,1,0
4.2,CA,Company - Private,Information Technology,$10+ billion (USD),30.0,60,124,Not specified,0,1,0,1,0,0,0
4.9,CA,Company - Private,Business Services,$10 to $25 million (USD),18.0,60,124,Senior,1,0,0,0,1,0,0
3.5,CA,Subsidiary or Business Segment,Information Technology,$10+ billion (USD),24.0,60,124,Not specified,0,0,0,1,0,1,0
4.3,CA,College / University,Education,,60.0,34,61,Not specified,1,1,1,0,0,0,0
3.4,CA,Company - Private,Business Services,,26.572916666666668,34,61,Not specified,0,1,0,1,0,0,0
3.5,CA,Company - Private,Finance,,34.0,34,61,Senior,1,1,1,1,0,0,0
3.3,CA,Company - Public,Aerospace & Defense,,2.0,34,61,Senior,0,0,0,0,0,0,0
3.7,CA,Company - Private,Information Technology,$10 to $25 million (USD),16.0,34,61,Senior,0,0,1,0,0,0,0
4.1,TX,Company - Public,Information Technology,$5 to $10 billion (USD),32.0,24,48,Not specified,0,0,1,0,0,0,0
4.1,TX,Company - Public,Information Technology,$5 to $10 billion (USD),32.0,24,48,Not specified,0,0,1,0,0,0,0
4.3,TX,Subsidiary or Business Segment,Information Technology,$500 million to $1 billion (USD),44.0,24,48,Not specified,0,1,0,0,0,0,0
3.3,TX,Company - Private,Retail,$10+ billion (USD),26.0,24,48,Junior,0,0,1,0,0,0,0
3.1,TX,Nonprofit Organization,Business Services,$50 to $100 million (USD),47.0,24,48,Not specified,0,1,0,0,0,0,1
4.9,TX,Company - Private,Information Technology,,5.0,24,48,Not specified,1,1,0,1,0,0,0
3.3,TX,Company - Private,Business Services,,21.0,24,48,Not specified,0,1,1,0,0,0,0
3.9,TX,Company - Private,Business Services,$100 to $500 million (USD),20.0,24,48,Not specified,0,1,0,0,1,0,0
4.0,TX,Company - Public,Finance,$10+ billion (USD),151.0,24,48,Not specified,0,1,0,1,0,1,0
5.0,TX,Company - Private,"Arts, Entertainment & Recreation",,15.357142857142858,24,48,Not specified,1,1,0,1,1,0,0
3.7,TX,Company - Private,Business Services,$100 to $500 million (USD),63.0,24,48,Not specified,1,1,0,1,1,1,1
3.7,TX,Company - Private,Finance,$10+ billion (USD),106.0,24,48,Not specified,0,0,1,0,1,1,1
3.8,TX,Contract,,,15.357142857142858,24,48,Not specified,1,1,0,0,0,0,0
4.4,TX,Company - Private,Information Technology,$100 to $500 million (USD),25.0,24,48,Not specified,1,1,0,0,0,0,0
3.1,TX,Government,Government,$50 to $100 million (USD),24.83732057416268,24,48,Not specified,1,0,0,0,0,0,0
4.0,TX,Company - Public,Finance,$10+ billion (USD),151.0,24,48,Not specified,0,1,0,1,0,1,0
3.4,TX,Company - Public,Information Technology,$10+ billion (USD),101.0,24,48,Not specified,0,0,0,0,0,0,0
,TX,Company - Public,Information Technology,Less than $1 million (USD),15.357142857142858,24,48,Not specified,1,1,1,1,0,1,0
3.3,TX,Company - Private,Retail,$10+ billion (USD),26.0,24,48,Not specified,0,1,1,0,0,0,0
4.1,TX,Company - Public,Telecommunications,$10+ billion (USD),155.0,24,48,Not specified,0,0,0,1,0,0,0
3.5,TX,Company - Private,Business Services,$100 to $500 million (USD),50.0,24,48,Not specified,0,1,0,0,1,0,1
3.3,TX,Company - Private,,Less than $1 million (USD),15.357142857142858,24,48,Not specified,0,0,1,0,0,0,0
3.4,TX,Company - Private,Media,,21.0,24,48,Not specified,0,1,1,1,1,0,0
2.8,TX,Company - Private,Business Services,$100 to $500 million (USD),22.0,24,48,Not specified,0,1,1,0,0,0,0
2.9,TX,Company - Public,Finance,$1 to $2 billion (USD),22.0,24,48,Not specified,1,0,0,0,0,0,0
4.0,TX,Nonprofit Organization,Health Care,,99.0,24,48,Not specified,1,0,0,0,0,0,0
5.0,TX,Company - Private,Information Technology,$50 to $100 million (USD),12.0,24,48,Junior,0,1,1,0,0,0,1
2.9,TX,Nonprofit Organization,,,24.83732057416268,24,48,Not specified,1,1,1,0,0,0,0
3.8,TX,Company - Public,Information Technology,$10+ billion (USD),53.0,24,48,Not specified,0,0,0,0,0,0,0
3.8,TX,Company - Private,Business Services,$100 to $500 million (USD),15.0,30,53,Not specified,0,1,0,0,0,0,0
3.3,TX,School / School District,Education,$1 to $2 billion (USD),153.0,30,53,Not specified,1,0,1,0,0,1,0
3.6,TX,Company - Private,Health Care,,3.0,30,53,Not specified,1,1,0,0,0,0,0
4.1,TX,Company - Public,Business Services,$1 to $2 billion (USD),54.0,30,53,Not specified,0,1,0,0,0,0,0
4.6,TX,Company - Private,Finance,$5 to $10 million (USD),21.0,30,53,Not specified,1,1,1,0,0,0,1
3.3,TX,School / School District,Education,$1 to $2 billion (USD),153.0,30,53,Not specified,1,0,1,0,0,1,0
3.4,TX,Company - Public,Insurance,$5 to $10 billion (USD),131.0,30,53,Not specified,0,1,0,0,0,0,0
3.6,TX,Company - Private,Health Care,,3.0,30,53,Not specified,1,1,0,0,1,0,0
4.1,TX,Government,Government,,107.0,30,53,Not specified,0,0,1,0,1,1,1
3.8,TX,Company - Private,Health Care,$10 to $25 million (USD),10.0,30,53,Not specified,0,1,1,0,0,0,0
3.6,TX,Subsidiary or Business Segment,Manufacturing,$2 to $5 billion (USD),49.0,30,53,Not specified,1,1,1,0,1,0,0
2.9,TX,Company - Public,Manufacturing,$5 to $10 billion (USD),87.0,30,53,Not specified,1,1,1,0,0,0,0
3.7,TX,Subsidiary or Business Segment,Business Services,,36.65408805031446,30,53,Not specified,0,0,0,0,0,0,0
3.5,TX,Company - Public,Information Technology,,23.0,30,53,Not specified,0,1,1,0,0,0,0
3.6,TX,Nonprofit Organization,Finance,$5 to $10 billion (USD),106.0,30,53,Not specified,0,0,1,0,1,1,1
1.0,TX,Company - Private,Information Technology,Less than $1 million (USD),15.357142857142858,30,53,Not specified,0,1,0,1,1,0,0
4.1,TX,Company - Private,Business Services,,16.0,30,53,Not specified,0,1,1,1,1,0,1
3.8,TX,Company - Public,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),114.0,30,53,Senior,1,0,0,0,0,0,0
3.7,TX,Company - Public,Finance,$10+ billion (USD),208.0,30,53,Not specified,0,1,1,0,0,0,1
5.0,TX,Company - Private,Information Technology,$50 to $100 million (USD),12.0,30,53,Not specified,0,1,1,0,0,0,1
2.6,TX,Nonprofit Organization,Business Services,$10 to $25 million (USD),54.0,30,53,Not specified,1,1,1,0,0,1,1
,TX,Company - Private,,,24.83732057416268,30,53,Not specified,0,1,0,0,0,0,0
4.0,TX,Company - Public,Finance,$10+ billion (USD),151.0,30,53,Not specified,0,0,0,1,1,0,0
3.5,TX,Company - Private,Information Technology,$10+ billion (USD),33.0,30,53,Not specified,0,1,1,0,1,0,0
4.6,TX,Company - Private,Business Services,$5 to $10 million (USD),16.078688524590163,30,53,Not specified,0,1,0,0,1,0,0
3.8,TX,Subsidiary or Business Segment,Business Services,$2 to $5 billion (USD),25.0,30,53,Not specified,0,0,0,0,0,0,0
2.8,TX,Company - Public,Information Technology,$500 million to $1 billion (USD),22.0,30,53,Not specified,1,0,1,0,0,0,0
3.9,TX,Company - Private,Manufacturing,$2 to $5 billion (USD),57.0,41,86,Not specified,1,0,1,0,0,0,0
4.5,TX,Company - Private,Media,,30.0,41,86,Senior,0,1,0,0,0,0,0
3.0,TX,Company - Private,Business Services,,13.0,41,86,Not specified,1,0,0,0,0,0,0
4.4,TX,Company - Private,Information Technology,$5 to $10 million (USD),21.0,41,86,Not specified,1,1,1,1,0,1,0
4.1,TX,Company - Private,Business Services,$100 to $500 million (USD),36.0,41,86,Not specified,0,1,1,1,1,0,1
4.3,TX,Company - Private,Health Care,,12.0,41,86,Not specified,1,1,1,0,0,0,0
1.9,TX,,,,23.0,41,86,Not specified,0,0,1,0,1,0,0
3.4,TX,Company - Public,Information Technology,$10+ billion (USD),53.0,41,86,Not specified,0,1,1,0,0,0,0
2.8,TX,Company - Private,"Restaurants, Bars & Food Services",$100 to $500 million (USD),25.0,41,86,Not specified,0,0,0,0,0,0,0
4.2,TX,Company - Private,Information Technology,$10 to $25 million (USD),12.0,41,86,Not specified,0,1,0,0,0,0,0
3.7,TX,Company - Public,Finance,$10+ billion (USD),208.0,41,86,Senior,0,0,0,1,0,0,0
3.4,TX,Company - Private,Business Services,$500 million to $1 billion (USD),73.0,41,86,Not specified,1,1,1,0,0,0,0
3.2,TX,Company - Private,Insurance,,24.83732057416268,41,86,Not specified,0,0,1,0,0,0,0
4.2,TX,Company - Private,Information Technology,$25 to $50 million (USD),22.0,41,86,Not specified,1,0,0,0,0,0,0
4.7,TX,Company - Private,Aerospace & Defense,$25 to $50 million (USD),16.078688524590163,41,86,Not specified,0,0,0,0,0,0,0
4.6,TX,Company - Private,,$1 to $5 million (USD),15.357142857142858,41,86,Not specified,1,1,0,0,1,0,0
3.8,TX,Company - Private,Business Services,,16.078688524590163,41,86,Senior,0,1,0,0,1,0,0
3.4,TX,Company - Private,Information Technology,$25 to $50 million (USD),15.0,41,86,Not specified,0,1,0,0,1,0,1
3.1,TX,Company - Public,Business Services,$2 to $5 billion (USD),146.0,41,86,Not specified,0,1,1,0,1,0,0
3.4,TX,Company - Private,Business Services,$100 to $500 million (USD),24.0,41,86,Not specified,1,0,0,0,0,0,1
,TX,Company - Private,,,15.357142857142858,41,86,Not specified,0,0,1,0,0,0,0
3.4,TX,Company - Private,Information Technology,$1 to $5 million (USD),8.0,41,86,Not specified,1,1,0,1,0,1,0
2.9,TX,Company - Public,Manufacturing,$5 to $10 billion (USD),87.0,41,86,Not specified,1,0,1,0,0,0,0
2.5,TX,Subsidiary or Business Segment,Finance,$500 million to $1 billion (USD),53.0,41,86,Senior,0,1,1,0,1,0,0
