Rating,Location,Size,Type of ownership,Sector,Revenue,Years Founded,Min_Salary,Max_Salary,Seniority,HQ_Same,SQL,Excel,Python,Tableau,R,SAS
3.7,PA,1 to 50 employees,Company - Private,Business Services,$10 to $25 million (USD),15.0,37,44,Not specified,1,0,1,0,0,0,0
3.2,PA,1 to 50 employees,Company - Private,Business Services,$5 to $10 million (USD),,37,44,Not specified,1,1,0,1,0,0,0
2.7,PA,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),22.0,37,44,Junior,0,1,1,0,1,0,0
4.5,PA,201 to 500 employees,Company - Private,Business Services,,9.0,37,44,Not specified,0,1,1,0,0,0,0
4.1,DE,10000+ employees,Company - Public,Business Services,$1 to $2 billion (USD),54.0,37,44,Not specified,0,0,0,0,0,0,0
,PA,51 to 200 employees,Company - Private,,,,37,44,Not specified,0,1,0,1,0,0,0
3.9,PA,51 to 200 employees,Company - Private,Information Technology,$10 to $25 million (USD),9.0,37,44,Not specified,0,1,1,0,0,0,0
3.6,PA,1 to 50 employees,Company - Private,Business Services,,26.0,37,44,Senior,1,1,0,0,0,0,0
3.6,PA,201 to 500 employees,Company - Private,Health Care,$500 million to $1 billion (USD),26.0,64,113,Senior,1,1,0,0,0,0,0
4.1,PA,51 to 200 employees,Company - Private,Information Technology,$25 to $50 million (USD),,64,113,Not specified,0,1,1,0,0,0,0
4.4,PA,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),26.0,64,113,Not specified,0,1,1,0,0,0,0
3.5,PA,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),50.0,64,113,Senior,1,1,0,0,1,0,0
2.3,PA,1001 to 5000 employees,Company - Private,Insurance,,,64,113,Not specified,0,0,1,0,0,0,0
4.2,PA,51 to 200 employees,Company - Private,Information Technology,$10 to $25 million (USD),28.0,64,113,Not specified,0,1,0,1,0,0,0
2.4,PA,10000+ employees,Company - Public,Biotech & Pharmaceuticals,$2 to $5 billion (USD),116.0,64,113,Not specified,1,1,1,1,0,1,0
3.7,PA,10000+ employees,Company - Public,Business Services,$2 to $5 billion (USD),54.0,64,113,Not specified,0,0,1,0,0,0,0
4.2,NJ,1001 to 5000 employees,Company - Private,Finance,$1 to $2 billion (USD),30.0,64,113,Not specified,1,0,1,0,0,0,0
2.7,PA,1 to 50 employees,Company - Private,,$5 to $10 million (USD),,64,113,Not specified,0,1,0,0,1,0,0
4.3,PA,501 to 1000 employees,Subsidiary or Business Segment,Telecommunications,$100 to $500 million (USD),11.0,64,113,Senior,0,1,1,1,1,0,0
3.2,PA,10000+ employees,Company - Private,Finance,,45.0,64,113,Senior,1,1,0,1,0,1,1
3.5,PA,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),50.0,64,113,Not specified,1,1,0,0,0,0,0
3.7,PA,5001 to 10000 employees,Subsidiary or Business Segment,Insurance,$25 to $50 million (USD),23.0,64,113,Not specified,1,0,0,0,0,0,0
3.9,PA,10000+ employees,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),190.0,64,113,Senior,0,0,0,1,0,0,0
3.6,PA,1 to 50 employees,Company - Private,Business Services,,26.0,64,113,Not specified,1,1,1,1,0,0,0
,PA,,Company - Private,,,,64,113,Not specified,0,0,0,0,0,0,0
3.4,PA,10000+ employees,Company - Private,Biotech & Pharmaceuticals,$2 to $5 billion (USD),33.0,64,113,Not specified,0,0,1,0,0,0,0
3.4,PA,10000+ employees,Company - Private,Biotech & Pharmaceuticals,$2 to $5 billion (USD),33.0,64,113,Not specified,0,0,1,0,0,0,0
4.2,NJ,1001 to 5000 employees,Company - Private,Finance,$1 to $2 billion (USD),30.0,64,113,Not specified,1,1,1,0,1,0,0
5.0,PA,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),,64,113,Senior,1,1,1,0,1,0,0
3.3,NJ,5001 to 10000 employees,Hospital,Health Care,,133.0,64,113,Senior,1,0,1,0,0,0,0
3.9,PA,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),18.0,64,113,Not specified,0,0,0,1,0,0,0
3.7,PA,5001 to 10000 employees,Subsidiary or Business Segment,Insurance,$25 to $50 million (USD),23.0,64,113,Not specified,1,1,1,0,0,0,1
2.8,PA,1001 to 5000 employees,Company - Private,Business Services,$50 to $100 million (USD),16.0,64,113,Not specified,0,0,1,0,0,0,0
1.6,PA,1 to 50 employees,Company - Public,Business Services,$1 to $5 million (USD),,64,113,Not specified,0,0,0,1,1,0,0
2.7,PA,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),22.0,64,113,Senior,0,1,1,0,1,0,0
4.6,PA,1 to 50 employees,Company - Private,Business Services,$10 to $25 million (USD),25.0,50,93,Not specified,0,0,0,1,0,1,1
3.8,PA,51 to 200 employees,Company - Private,Business Services,$5 to $10 million (USD),,50,93,Senior,0,1,0,0,0,0,0
3.3,PA,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,,,50,93,Not specified,0,0,0,0,0,0,0
4.8,PA,1 to 50 employees,Private Practice / Firm,Information Technology,$1 to $5 million (USD),18.0,50,93,Not specified,0,0,1,0,0,0,0
3.5,DE,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),50.0,50,93,Not specified,0,0,0,0,0,0,0
5.0,DE,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,50,93,Junior,0,1,1,0,0,0,1
3.6,PA,10000+ employees,Company - Public,Manufacturing,$10+ billion (USD),13.0,50,93,Not specified,0,0,0,0,0,0,0
4.2,NJ,1001 to 5000 employees,Company - Private,Finance,$1 to $2 billion (USD),30.0,50,93,Senior,1,1,1,1,1,1,0
3.1,PA,5001 to 10000 employees,Company - Private,Insurance,$5 to $10 billion (USD),37.0,50,93,Senior,1,0,1,0,1,0,1
1.6,PA,1 to 50 employees,Company - Public,Business Services,$1 to $5 million (USD),,50,93,Not specified,0,0,0,1,1,0,0
4.5,PA,201 to 500 employees,Company - Private,Business Services,,9.0,50,93,Not specified,0,1,0,0,0,0,0
3.3,NJ,1001 to 5000 employees,Company - Private,Accounting & Legal,$5 to $10 million (USD),,50,93,Not specified,1,0,0,0,0,0,0
3.2,DE,10000+ employees,Company - Public,Finance,$10+ billion (USD),236.0,50,93,Senior,0,0,0,1,0,0,0
3.9,PA,51 to 200 employees,Company - Private,Information Technology,$10 to $25 million (USD),9.0,50,93,Not specified,0,1,0,0,0,0,0
4.0,PA,1001 to 5000 employees,Nonprofit Organization,Health Care,$100 to $500 million (USD),46.0,50,93,Not specified,1,0,0,0,0,0,0
4.1,DE,10000+ employees,Company - Public,Business Services,$1 to $2 billion (USD),54.0,50,93,Senior,0,0,0,0,0,0,0
3.9,TX,1 to 50 employees,Company - Private,Information Technology,$1 to $5 million (USD),,37,68,Not specified,0,0,0,0,1,0,0
3.4,TX,1001 to 5000 employees,Company - Private,Information Technology,,29.0,37,68,Not specified,0,1,0,0,0,0,0
4.0,TX,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),10.0,37,68,Not specified,0,0,0,0,0,0,0
3.1,TX,201 to 500 employees,Company - Private,Business Services,$25 to $50 million (USD),24.0,37,68,Not specified,0,0,1,0,0,0,0
3.0,TX,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),,37,68,Not specified,1,1,0,0,0,0,0
3.9,TX,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),34.0,37,68,Not specified,0,0,1,0,0,0,0
3.9,TX,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),18.0,37,68,Not specified,0,0,0,0,1,0,0
3.7,TX,10000+ employees,Company - Public,Aerospace & Defense,$5 to $10 billion (USD),9.0,37,68,Not specified,0,1,0,0,1,1,0
4.1,TX,501 to 1000 employees,Company - Private,Retail,,6.0,37,68,Not specified,1,0,1,0,0,0,0
3.4,TX,501 to 1000 employees,Company - Private,Business Services,,10.0,37,68,Not specified,1,1,1,0,0,0,0
3.4,TX,201 to 500 employees,Company - Private,Finance,$1 to $2 billion (USD),35.0,37,68,Not specified,1,1,1,1,1,0,0
4.3,TX,10000+ employees,Company - Private,Retail,$10+ billion (USD),115.0,37,68,Not specified,1,1,0,1,0,0,0
2.5,TX,51 to 200 employees,Other Organization,,,,37,68,Not specified,1,1,0,1,0,0,1
4.0,TX,1 to 50 employees,Company - Private,Government,,,37,68,Not specified,0,0,0,0,0,1,1
2.8,TX,1001 to 5000 employees,Company - Private,Information Technology,$100 to $500 million (USD),19.0,37,68,Not specified,0,0,0,0,0,1,1
3.7,TX,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,,,37,68,Not specified,0,1,0,0,1,0,1
5.0,TX,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,37,68,Not specified,0,1,1,0,0,0,1
3.0,TX,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),,37,68,Not specified,1,1,1,0,0,0,0
4.0,TX,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),21.0,37,68,Not specified,0,0,1,0,0,0,0
4.5,TX,1 to 50 employees,Company - Private,Information Technology,,4.0,37,68,Senior,1,1,1,1,1,0,0
3.5,TX,10000+ employees,Company - Public,Information Technology,$5 to $10 billion (USD),29.0,37,68,Senior,0,0,0,0,0,0,0
3.3,TX,201 to 500 employees,Company - Private,Information Technology,$50 to $100 million (USD),25.0,37,68,Not specified,0,1,1,1,0,1,1
,TX,1 to 50 employees,Nonprofit Organization,Finance,,,37,68,Not specified,1,0,0,0,0,1,1
4.1,TX,10000+ employees,Company - Public,Business Services,$1 to $2 billion (USD),54.0,37,68,Senior,0,0,0,0,0,0,0
2.9,TX,10000+ employees,Company - Private,Retail,$2 to $5 billion (USD),55.0,37,68,Senior,0,1,0,1,0,1,0
3.7,TX,51 to 200 employees,Company - Private,Business Services,$50 to $100 million (USD),21.0,37,68,Not specified,0,1,0,1,0,0,1
4.0,TX,1001 to 5000 employees,Nonprofit Organization,Business Services,$100 to $500 million (USD),59.0,37,68,Not specified,0,1,1,1,0,1,0
4.0,TX,201 to 500 employees,Company - Private,Government,$50 to $100 million (USD),17.0,37,68,Not specified,0,0,0,0,0,1,1
3.5,TX,10000+ employees,Subsidiary or Business Segment,Information Technology,$10+ billion (USD),24.0,37,68,Not specified,0,0,0,0,0,1,1
3.3,TX,51 to 200 employees,Company - Private,Information Technology,,15.0,73,89,Senior,0,1,1,1,0,0,0
,TX,1 to 50 employees,Company - Private,Information Technology,,5.0,73,89,Not specified,1,1,0,0,0,0,0
2.6,TX,1001 to 5000 employees,,Non-Profit,$2 to $5 billion (USD),29.0,73,89,Not specified,0,0,0,0,0,0,0
3.3,TX,5001 to 10000 employees,Company - Private,Aerospace & Defense,$1 to $2 billion (USD),17.0,73,89,Not specified,0,0,0,0,0,0,0
3.9,TX,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),18.0,73,89,Not specified,0,1,0,0,0,0,0
3.8,TX,501 to 1000 employees,Subsidiary or Business Segment,Business Services,,46.0,73,89,Not specified,1,0,0,0,0,1,1
4.1,TX,10000+ employees,Company - Public,Business Services,$1 to $2 billion (USD),54.0,73,89,Not specified,0,1,1,0,1,0,1
3.2,TX,1001 to 5000 employees,Company - Private,Accounting & Legal,$500 million to $1 billion (USD),,73,89,Not specified,0,0,0,0,0,0,0
3.8,TX,51 to 200 employees,Company - Private,Aerospace & Defense,$25 to $50 million (USD),21.0,73,89,Not specified,0,0,0,0,0,0,0
4.0,TX,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),21.0,73,89,Senior,0,0,1,0,0,0,0
,TX,1 to 50 employees,Nonprofit Organization,Finance,,,73,89,Not specified,1,0,0,0,0,0,0
3.9,TX,1 to 50 employees,Company - Private,Business Services,$10 to $25 million (USD),19.0,73,89,Senior,1,1,0,0,1,0,1
4.4,TX,1 to 50 employees,Company - Private,Information Technology,$1 to $5 million (USD),,73,89,Not specified,0,1,0,0,0,0,1
3.3,TX,201 to 500 employees,Company - Private,Information Technology,$50 to $100 million (USD),25.0,73,89,Not specified,0,1,1,1,0,1,1
,TX,1 to 50 employees,Nonprofit Organization,Finance,,,73,89,Not specified,1,0,0,0,0,0,0
3.1,TX,1001 to 5000 employees,Contract,Business Services,$100 to $500 million (USD),30.0,73,89,Senior,0,0,0,0,0,0,0
3.1,TX,1001 to 5000 employees,Contract,Business Services,$100 to $500 million (USD),30.0,73,89,Senior,0,0,0,0,0,0,0
3.6,CA,10000+ employees,Company - Public,Aerospace & Defense,$2 to $5 billion (USD),58.0,76,122,Not specified,0,0,1,0,0,0,0
3.3,CA,1001 to 5000 employees,Subsidiary or Business Segment,Finance,$1 to $2 billion (USD),67.0,76,122,Not specified,1,1,1,1,0,0,0
4.3,CA,10000+ employees,College / University,Education,,60.0,76,122,Not specified,1,0,0,0,0,1,0
3.0,CA,501 to 1000 employees,Company - Public,Education,$100 to $500 million (USD),30.0,76,122,Not specified,0,0,0,0,0,0,0
4.5,CA,1 to 50 employees,Company - Private,Accounting & Legal,Less than $1 million (USD),,76,122,Not specified,0,1,0,0,1,0,0
3.7,CA,1001 to 5000 employees,Company - Private,Information Technology,$25 to $50 million (USD),23.0,76,122,Not specified,0,1,1,1,1,1,0
4.2,CA,10000+ employees,College / University,Education,$5 to $10 billion (USD),152.0,76,122,Not specified,1,1,1,0,0,0,0
3.7,CA,10000+ employees,Hospital,Health Care,,54.0,76,122,Not specified,1,0,0,0,0,1,0
4.0,CA,,Company - Private,,,,76,122,Not specified,0,1,1,1,0,1,0
3.4,CA,201 to 500 employees,Company - Private,Aerospace & Defense,$50 to $100 million (USD),17.0,76,122,Not specified,0,0,0,0,0,0,0
4.2,CA,51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,,10.0,76,122,Not specified,1,0,0,0,0,0,0
5.0,CA,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,76,122,Junior,0,1,1,0,0,0,1
3.2,CA,5001 to 10000 employees,Company - Public,Finance,$1 to $2 billion (USD),67.0,76,122,Not specified,1,1,1,1,0,0,0
3.0,CA,501 to 1000 employees,Company - Public,Education,$100 to $500 million (USD),30.0,76,122,Not specified,0,1,0,0,0,0,0
4.4,CA,1 to 50 employees,Company - Private,Business Services,,10.0,76,122,Not specified,0,0,1,0,0,0,0
3.4,CA,1001 to 5000 employees,Company - Public,Finance,$500 million to $1 billion (USD),20.0,76,122,Senior,1,1,1,1,1,1,0
4.8,CA,51 to 200 employees,Company - Private,Business Services,,6.0,76,122,Not specified,1,1,0,0,1,0,0
5.0,CA,1 to 50 employees,Nonprofit Organization,,,,76,122,Not specified,0,0,0,0,0,0,0
3.2,CA,51 to 200 employees,Company - Private,"Oil, Gas, Energy & Utilities",$25 to $50 million (USD),11.0,76,122,Not specified,1,0,0,1,1,1,0
3.8,CA,1001 to 5000 employees,Company - Public,Manufacturing,$50 to $100 million (USD),14.0,76,122,Not specified,1,1,0,1,0,1,1
3.9,CA,5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,$2 to $5 billion (USD),22.0,76,122,Not specified,1,0,1,0,0,0,0
2.8,CA,1001 to 5000 employees,Company - Private,Business Services,$50 to $100 million (USD),16.0,76,122,Not specified,0,0,1,0,0,0,0
3.5,CA,10000+ employees,Company - Public,Aerospace & Defense,$10+ billion (USD),68.0,76,122,Not specified,0,0,0,1,0,1,0
5.0,CA,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,76,122,Not specified,0,1,1,0,0,0,1
3.5,CA,51 to 200 employees,Nonprofit Organization,,,,76,122,Not specified,0,0,0,0,0,0,0
3.5,CA,1001 to 5000 employees,Company - Public,Biotech & Pharmaceuticals,$1 to $2 billion (USD),21.0,76,122,Not specified,1,0,0,0,0,0,0
3.6,CA,10000+ employees,Company - Public,Manufacturing,$10+ billion (USD),123.0,76,122,Not specified,0,1,1,1,0,1,0
3.3,CA,1001 to 5000 employees,Company - Public,Biotech & Pharmaceuticals,$2 to $5 billion (USD),31.0,60,124,Not specified,0,0,0,0,0,0,0
3.4,CA,5001 to 10000 employees,Company - Public,Business Services,$5 to $10 billion (USD),74.0,60,124,Not specified,0,1,0,1,0,0,0
4.0,CA,10000+ employees,Nonprofit Organization,Health Care,$10+ billion (USD),75.0,60,124,Senior,1,1,0,0,0,0,1
3.9,CA,5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,$2 to $5 billion (USD),22.0,60,124,Senior,1,1,0,0,1,0,0
4.3,CA,10000+ employees,College / University,Education,,60.0,60,124,Not specified,1,0,0,0,0,1,0
4.2,CA,1 to 50 employees,Company - Private,Information Technology,$1 to $5 million (USD),20.0,60,124,Not specified,1,0,1,0,0,0,0
4.6,CA,51 to 200 employees,Company - Private,Information Technology,,7.0,60,124,Senior,1,1,0,1,1,0,0
4.4,CA,5001 to 10000 employees,Company - Public,Information Technology,$2 to $5 billion (USD),37.0,60,124,Senior,1,0,0,0,0,0,0
,CA,1 to 50 employees,,,,,60,124,Not specified,0,1,0,0,0,0,0
3.7,CA,10000+ employees,Hospital,Health Care,,54.0,60,124,Not specified,1,1,1,0,0,0,0
2.3,CA,1 to 50 employees,Company - Private,,$10 to $25 million (USD),,60,124,Not specified,1,1,1,1,1,1,1
4.4,CA,5001 to 10000 employees,Company - Public,Information Technology,$2 to $5 billion (USD),37.0,60,124,Senior,1,0,0,0,0,0,0
3.3,CA,10000+ employees,Company - Public,Insurance,$10+ billion (USD),36.0,60,124,Not specified,0,1,1,1,1,1,1
4.1,CA,201 to 500 employees,Subsidiary or Business Segment,Information Technology,,35.0,60,124,Not specified,0,1,0,0,0,0,0
4.2,CA,1 to 50 employees,Company - Private,Information Technology,$1 to $5 million (USD),20.0,60,124,Not specified,1,0,1,0,0,0,0
3.5,CA,51 to 200 employees,Nonprofit Organization,,,,60,124,Not specified,0,0,0,0,0,0,0
4.3,CA,10000+ employees,College / University,Education,,60.0,60,124,Not specified,1,1,1,0,0,0,0
5.0,CA,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,60,124,Junior,0,1,1,0,0,0,1
3.2,CA,10000+ employees,Company - Public,,,,60,124,Junior,0,0,0,0,0,0,0
3.5,CA,51 to 200 employees,Subsidiary or Business Segment,Business Services,$10 to $25 million (USD),10.0,60,124,Not specified,0,1,0,1,1,1,0
3.3,CA,10000+ employees,Company - Public,Aerospace & Defense,,2.0,60,124,Not specified,0,0,0,0,0,0,0
4.3,CA,10000+ employees,College / University,Education,,60.0,60,124,Not specified,1,0,0,1,0,1,0
2.5,CA,1001 to 5000 employees,Company - Private,Business Services,$10 to $25 million (USD),31.0,60,124,Not specified,1,1,1,0,0,0,1
,CA,51 to 200 employees,Company - Public,,,,60,124,Not specified,1,0,0,0,0,0,0
3.3,CA,1001 to 5000 employees,Company - Private,"Arts, Entertainment & Recreation",$100 to $500 million (USD),37.0,60,124,Not specified,1,0,0,0,1,0,1
4.1,CA,10000+ employees,College / University,Education,$2 to $5 billion (USD),58.0,60,124,Not specified,1,1,0,1,1,0,0
3.7,CA,501 to 1000 employees,Company - Private,Information Technology,$25 to $50 million (USD),30.0,60,124,Not specified,0,1,0,1,0,0,0
3.7,CA,10000+ employees,Hospital,Health Care,,54.0,60,124,Not specified,1,0,0,1,0,1,0
4.2,CA,5001 to 10000 employees,Company - Private,Information Technology,$10+ billion (USD),30.0,60,124,Not specified,0,1,0,1,0,0,0
4.9,CA,51 to 200 employees,Company - Private,Business Services,$10 to $25 million (USD),18.0,60,124,Senior,1,0,0,0,1,0,0
3.5,CA,10000+ employees,Subsidiary or Business Segment,Information Technology,$10+ billion (USD),24.0,60,124,Not specified,0,0,0,1,0,1,0
4.3,CA,10000+ employees,College / University,Education,,60.0,34,61,Not specified,1,1,1,0,0,0,0
3.4,CA,501 to 1000 employees,Company - Private,Business Services,,,34,61,Not specified,0,1,0,1,0,0,0
3.5,CA,501 to 1000 employees,Company - Private,Finance,,34.0,34,61,Senior,1,1,1,1,0,0,0
3.3,CA,10000+ employees,Company - Public,Aerospace & Defense,,2.0,34,61,Senior,0,0,0,0,0,0,0
3.7,CA,51 to 200 employees,Company - Private,Information Technology,$10 to $25 million (USD),16.0,34,61,Senior,0,0,1,0,0,0,0
4.1,TX,5001 to 10000 employees,Company - Public,Information Technology,$5 to $10 billion (USD),32.0,24,48,Not specified,0,0,1,0,0,0,0
4.1,TX,5001 to 10000 employees,Company - Public,Information Technology,$5 to $10 billion (USD),32.0,24,48,Not specified,0,0,1,0,0,0,0
4.3,TX,5001 to 10000 employees,Subsidiary or Business Segment,Information Technology,$500 million to $1 billion (USD),44.0,24,48,Not specified,0,1,0,0,0,0,0
3.3,TX,10000+ employees,Company - Private,Retail,$10+ billion (USD),26.0,24,48,Junior,0,0,1,0,0,0,0
3.1,TX,501 to 1000 employees,Nonprofit Organization,Business Services,$50 to $100 million (USD),47.0,24,48,Not specified,0,1,0,0,0,0,1
4.9,TX,51 to 200 employees,Company - Private,Information Technology,,5.0,24,48,Not specified,1,1,0,1,0,0,0
3.3,TX,501 to 1000 employees,Company - Private,Business Services,,21.0,24,48,Not specified,0,1,1,0,0,0,0
3.9,TX,51 to 200 employees,Company - Private,Business Services,$100 to $500 million (USD),20.0,24,48,Not specified,0,1,0,0,1,0,0
4.0,TX,10000+ employees,Company - Public,Finance,$10+ billion (USD),151.0,24,48,Not specified,0,1,0,1,0,1,0
5.0,TX,1 to 50 employees,Company - Private,"Arts, Entertainment & Recreation",,,24,48,Not specified,1,1,0,1,1,0,0
3.7,TX,501 to 1000 employees,Company - Private,Business Services,$100 to $500 million (USD),63.0,24,48,Not specified,1,1,0,1,1,1,1
3.7,TX,1001 to 5000 employees,Company - Private,Finance,$10+ billion (USD),106.0,24,48,Not specified,0,0,1,0,1,1,1
3.8,TX,1 to 50 employees,Contract,,,,24,48,Not specified,1,1,0,0,0,0,0
4.4,TX,1001 to 5000 employees,Company - Private,Information Technology,$100 to $500 million (USD),25.0,24,48,Not specified,1,1,0,0,0,0,0
3.1,TX,201 to 500 employees,Government,Government,$50 to $100 million (USD),,24,48,Not specified,1,0,0,0,0,0,0
4.0,TX,10000+ employees,Company - Public,Finance,$10+ billion (USD),151.0,24,48,Not specified,0,1,0,1,0,1,0
3.4,TX,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),101.0,24,48,Not specified,0,0,0,0,0,0,0
,TX,1 to 50 employees,Company - Public,Information Technology,Less than $1 million (USD),,24,48,Not specified,1,1,1,1,0,1,0
3.3,TX,10000+ employees,Company - Private,Retail,$10+ billion (USD),26.0,24,48,Not specified,0,1,1,0,0,0,0
4.1,TX,10000+ employees,Company - Public,Telecommunications,$10+ billion (USD),155.0,24,48,Not specified,0,0,0,1,0,0,0
3.5,TX,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),50.0,24,48,Not specified,0,1,0,0,1,0,1
3.3,TX,1 to 50 employees,Company - Private,,Less than $1 million (USD),,24,48,Not specified,0,0,1,0,0,0,0
3.4,TX,201 to 500 employees,Company - Private,Media,,21.0,24,48,Not specified,0,1,1,1,1,0,0
2.8,TX,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),22.0,24,48,Not specified,0,1,1,0,0,0,0
2.9,TX,1001 to 5000 employees,Company - Public,Finance,$1 to $2 billion (USD),22.0,24,48,Not specified,1,0,0,0,0,0,0
4.0,TX,1001 to 5000 employees,Nonprofit Organization,Health Care,,99.0,24,48,Not specified,1,0,0,0,0,0,0
5.0,TX,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,24,48,Junior,0,1,1,0,0,0,1
2.9,TX,201 to 500 employees,Nonprofit Organization,,,,24,48,Not specified,1,1,1,0,0,0,0
3.8,TX,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),53.0,24,48,Not specified,0,0,0,0,0,0,0
3.8,TX,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),15.0,30,53,Not specified,0,1,0,0,0,0,0
3.3,TX,10000+ employees,School / School District,Education,$1 to $2 billion (USD),153.0,30,53,Not specified,1,0,1,0,0,1,0
3.6,TX,501 to 1000 employees,Company - Private,Health Care,,3.0,30,53,Not specified,1,1,0,0,0,0,0
4.1,TX,10000+ employees,Company - Public,Business Services,$1 to $2 billion (USD),54.0,30,53,Not specified,0,1,0,0,0,0,0
4.6,TX,1 to 50 employees,Company - Private,Finance,$5 to $10 million (USD),21.0,30,53,Not specified,1,1,1,0,0,0,1
3.3,TX,10000+ employees,School / School District,Education,$1 to $2 billion (USD),153.0,30,53,Not specified,1,0,1,0,0,1,0
3.4,TX,10000+ employees,Company - Public,Insurance,$5 to $10 billion (USD),131.0,30,53,Not specified,0,1,0,0,0,0,0
3.6,TX,501 to 1000 employees,Company - Private,Health Care,,3.0,30,53,Not specified,1,1,0,0,1,0,0
4.1,TX,1001 to 5000 employees,Government,Government,,107.0,30,53,Not specified,0,0,1,0,1,1,1
3.8,TX,51 to 200 employees,Company - Private,Health Care,$10 to $25 million (USD),10.0,30,53,Not specified,0,1,1,0,0,0,0
3.6,TX,1001 to 5000 employees,Subsidiary or Business Segment,Manufacturing,$2 to $5 billion (USD),49.0,30,53,Not specified,1,1,1,0,1,0,0
2.9,TX,10000+ employees,Company - Public,Manufacturing,$5 to $10 billion (USD),87.0,30,53,Not specified,1,1,1,0,0,0,0
3.7,TX,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,,,30,53,Not specified,0,0,0,0,0,0,0
3.5,TX,10000+ employees,Company - Public,Information Technology,,23.0,30,53,Not specified,0,1,1,0,0,0,0
3.6,TX,1001 to 5000 employees,Nonprofit Organization,Finance,$5 to $10 billion (USD),106.0,30,53,Not specified,0,0,1,0,1,1,1
1.0,TX,1 to 50 employees,Company - Private,Information Technology,Less than $1 million (USD),,30,53,Not specified,0,1,0,1,1,0,0
4.1,TX,501 to 1000 employees,Company - Private,Business Services,,16.0,30,53,Not specified,0,1,1,1,1,0,1
3.8,TX,1001 to 5000 employees,Company - Public,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),114.0,30,53,Senior,1,0,0,0,0,0,0
3.7,TX,10000+ employees,Company - Public,Finance,$10+ billion (USD),208.0,30,53,Not specified,0,1,1,0,0,0,1
5.0,TX,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,30,53,Not specified,0,1,1,0,0,0,1
2.6,TX,201 to 500 employees,Nonprofit Organization,Business Services,$10 to $25 million (USD),54.0,30,53,Not specified,1,1,1,0,0,1,1
,TX,201 to 500 employees,Company - Private,,,,30,53,Not specified,0,1,0,0,0,0,0
4.0,TX,10000+ employees,Company - Public,Finance,$10+ billion (USD),151.0,30,53,Not specified,0,0,0,1,1,0,0
3.5,TX,5001 to 10000 employees,Company - Private,Information Technology,$10+ billion (USD),33.0,30,53,Not specified,0,1,1,0,1,0,0
4.6,TX,51 to 200 employees,Company - Private,Business Services,$5 to $10 million (USD),,30,53,Not specified,0,1,0,0,1,0,0
3.8,TX,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,$2 to $5 billion (USD),25.0,30,53,Not specified,0,0,0,0,0,0,0
2.8,TX,5001 to 10000 employees,Company - Public,Information Technology,$500 million to $1 billion (USD),22.0,30,53,Not specified,1,0,1,0,0,0,0
3.9,TX,5001 to 10000 employees,Company - Private,Manufacturing,$2 to $5 billion (USD),57.0,41,86,Not specified,1,0,1,0,0,0,0
4.5,TX,51 to 200 employees,Company - Private,Media,,30.0,41,86,Senior,0,1,0,0,0,0,0
3.0,TX,51 to 200 employees,Company - Private,Business Services,,13.0,41,86,Not specified,1,0,0,0,0,0,0
